"","source","KABB--07-25-2017-20-58-00.txt","KABB--07-25-2017-21-28-00.txt","KAEF--07-25-2017-17-58-00.txt","KAEF--07-25-2017-22-58-00.txt","KATU--07-25-2017-17-58-00.txt","KATU--07-25-2017-18-28-00.txt","KATV--07-25-2017-16-58-00.txt","KATV--07-25-2017-17-58-00.txt","KBAK--07-25-2017-16-58-00.txt","KBAK--07-25-2017-17-28-00.txt","KBFX--07-25-2017-21-58-00.txt","KBFX--07-25-2017-22-28-00.txt","KBOI--07-25-2017-15-58-00.txt","KBOI--07-25-2017-21-58-00.txt","KBTV--07-25-2017-21-28-00.txt","KBVU--07-25-2017-21-58-00.txt","KCVU--07-25-2017-21-58-00.txt","KDBC--07-25-2017-21-58-00.txt","KDBC--07-25-2017-22-28-00.txt","KDSM--07-25-2017-20-58-00.txt","KDSM--07-25-2017-21-28-00.txt","KECI--07-25-2017-16-58-00.txt","KECI--07-25-2017-17-58-00.txt","KEPR--07-25-2017-17-58-00.txt","KEPR--07-25-2017-22-58-00.txt","KEYE--07-25-2017-18-28-00.txt","KEYE--07-25-2017-21-58-00.txt","KFDM--07-25-2017-16-58-00.txt","KFDM--07-25-2017-21-58-00.txt","KFOX--07-25-2017-20-58-00.txt","KFOX--07-25-2017-21-28-00.txt","KFXA--07-25-2017-20-58-00.txt","KFXA--07-25-2017-21-28-00.txt","KFXL--07-25-2017-20-58-00.txt","KGAN--07-25-2017-17-58-00.txt","KGAN--07-25-2017-21-58-00.txt","KGBT--07-25-2017-17-58-00.txt","KGBT--07-25-2017-21-58-00.txt","KHQA--07-25-2017-17-58-00.txt","KHQA--07-25-2017-21-58-00.txt","KMEG--07-25-2017-16-58-00.txt","KMEG--07-25-2017-21-58-00.txt","KMPH--07-25-2017-21-58-00.txt","KMPH--07-25-2017-22-28-00.txt","KMTR--07-25-2017-18-28-00.txt","KMTR--07-25-2017-22-58-00.txt","KODE--07-25-2017-16-58-00.txt","KOKH--07-25-2017-20-58-00.txt","KOKH--07-25-2017-21-28-00.txt","KOMO--07-25-2017-16-28-00.txt"
"2198","sot",NA,NA,"sot","sot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2199","jerry",NA,NA,"jerry","jerry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jerry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2200","brown",NA,NA,"brown","brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2201","should",NA,NA,"should","should",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"should",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2202","be",NA,NA,NA,"be",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"be",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2203","impeached",NA,NA,NA,"impeached",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"impeached",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2204","on",NA,NA,NA,"on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2205","cam",NA,NA,NA,"cam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2206","todays",NA,NA,NA,"todays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"todays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2207","trade",NA,NA,"trade","trade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"trade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208","bill",NA,NA,"bill","bill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209","extends",NA,NA,"extends","extends",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"extends",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210","it",NA,NA,"it","it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2211","for",NA,NA,"for","for",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"for",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2212","another",NA,NA,"another","another",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"another",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2213","years",NA,NA,"years","years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2214","and",NA,NA,"and","and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2215","the",NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2216","governors",NA,NA,NA,"governors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"governors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217","office",NA,NA,NA,"office",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"office",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2218","says",NA,NA,NA,"says",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"says",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2219","another",NA,NA,NA,"another",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"another",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2220","bill",NA,NA,NA,"bill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2221","focused",NA,NA,"focused","focused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"focused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2222","on",NA,NA,"on","on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2223","fighting",NA,NA,"fighting","fighting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fighting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2224","air",NA,NA,"air","air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2225","pollution",NA,NA,"pollution","pollution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pollution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2226","at",NA,NA,"at","at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2227","the",NA,NA,"the","the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2228","local",NA,NA,"local","local",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"local",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2229","level",NA,NA,"level","level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2230","will",NA,NA,"will","will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2231","be",NA,NA,"be","be",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"be",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2232","signed",NA,NA,NA,"signed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"signed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2233","later",NA,NA,NA,"later",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"later",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2234","this",NA,NA,NA,"this",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"this",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2235","week",NA,NA,NA,"week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2236","end",NA,NA,NA,"end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2237","end",NA,NA,NA,"end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2238","stinger",NA,NA,NA,"stinger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stinger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2239","new",NA,NA,NA,"new",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2240","tonight",NA,NA,NA,"tonight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tonight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2241","mark",NA,NA,NA,"mark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2242","your",NA,NA,NA,"your",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"your",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2243","calendars",NA,NA,NA,"calendars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"calendars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2244","humboldt",NA,NA,NA,"humboldt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"humboldt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2245","the",NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2246","annual",NA,NA,NA,"annual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"annual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2247","humboldt",NA,NA,NA,"humboldt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"humboldt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2248","walk",NA,NA,NA,"walk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"walk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2249","to",NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2250","end",NA,NA,NA,"end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251","is",NA,NA,NA,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2252","just",NA,NA,NA,"just",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"just",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2253","around",NA,NA,NA,"around",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"around",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2254","the",NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2255","corner",NA,NA,NA,"corner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"corner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2256","the",NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2257","association",NA,NA,NA,"association",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"association",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2258","is",NA,NA,NA,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2259","hosting",NA,NA,NA,"hosting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hosting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2260","new",NA,NA,NA,"new",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2261","team",NA,NA,NA,"team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2262","kickoff",NA,NA,NA,"kickoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kickoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2263","on",NA,NA,NA,"on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2264","august",NA,NA,NA,"august",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"august",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2265","th",NA,NA,NA,"th",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"th",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2266","you",NA,NA,NA,"you",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"you",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2267","can",NA,NA,NA,"can",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"can",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2268","check",NA,NA,NA,"check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2269","it",NA,NA,NA,"it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2270","out",NA,NA,NA,"out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2271","at",NA,NA,NA,"at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2272","the",NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2273","humboldt",NA,NA,NA,"humboldt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"humboldt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2274","area",NA,NA,NA,"area",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"area",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2275","foundation",NA,NA,NA,"foundation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"foundation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2276","the",NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2277","event",NA,NA,NA,"event",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"event",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2278","starts",NA,NA,NA,"starts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"starts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2279","at",NA,NA,NA,"at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
